OBJECTID_1,OBJECTID,ROADWAY,BEGIN_POST,END_POST,CCTXTCLS,URBAREA,FUNCLASS,TYPEROAD,USROUTE,STROADNO,MNG_DIST_CD,CONTYDOT,AADT_2024,NOLANES_Total,MAXSPEED_Max,IsSignalized,IsInterchange,CountermeasureAbbv,CountermeasureName,CountermeasureID,CountermeasureType,LocationID,LocationStatus,CrashModificationFactor,CostScenario,CostEstimate,TotalLivesSaved,Crash_Saved_A,Crash_Saved_B,Crash_Saved_C,Crash_Saved_O,Benefit_All,Benefit_KA,CostPerLifeSaved,CrashSavings,Crash_Saved_All,CostBenefitRatio,PresentValueBenefit,PresentValueCost,NetPresentValue,CountermeasureGroup,Interchange Indicator,FDOT Managing District,FDOT County Code,Intersecting Roadway Id Milepoints,Intersecting Road Names,Entering Vehicle Daily Traffic,Avg Annual Daily Traffic - Major,Avg Annual Daily Traffic - Minor,Crash Intersection Category,Signalized Indicator,Countermeasure Service Life,Serious Injuries Saved,Intersection Status Type,ROADWAY_ORIG,BEGIN_POST_ORIG,END_POST_ORIG,LRS_SOURCE_ROW,LRS_PARENT_ID,LRS_SUB_ID,LOCATION,LRS_ROAD_NAME
47733,102462,48050000,22.968999999999998,22.989,SUBURBAN COMMERCIAL,PENSACOLA,URBAN MINOR ART,DIVIDED,,SR  292,3,ESCAMBIA,15300,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00665,Potential Location,0.850000024,1,11458.042365,0.0158288275374891,0.00768828766106612,0.0327368933161706,0.0632741963121966,0.230057618414188,75557.1047146223,,723871.830548581,3.3533987845737,0.33533987845737,53.4852099693835,612835.801730116,11458.042365,611403.546434491,,N,3,48,48050000 = 22.979|48A01988 = .356,N PACE BLVD|W HERMAN AVE|W HERMAN ST,6800,13600,,IS|U|2|U,Y,10,0.512552592746156,On-System / Off-System,48050000,22.978,23.222,461,SGNLBK-00665,1,22.979,N PACE BLVD
47733,102462,48A01988,0.346,0.366,SUBURBAN COMMERCIAL,PENSACOLA,URBAN MINOR ART,DIVIDED,,SR  292,3,ESCAMBIA,15300,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00665,Potential Location,0.850000024,1,11458.042365,0.0158288275374891,0.00768828766106612,0.0327368933161706,0.0632741963121966,0.230057618414188,75557.1047146223,,723871.830548581,3.3533987845737,0.33533987845737,53.4852099693835,612835.801730116,11458.042365,611403.546434491,,N,3,48,48050000 = 22.979|48A01988 = .356,N PACE BLVD|W HERMAN AVE|W HERMAN ST,6800,13600,,IS|U|2|U,Y,10,0.512552592746156,On-System / Off-System,48050000,22.978,23.222,461,SGNLBK-00665,2,0.356,W HERMAN AVE
116504,268383,93010000,8.673,8.693,URBAN GENERAL,MIAMI,URBAN MINOR ART,1WAY,US    1,SR    5,4,PALM BEACH,14000,2,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-05513,Potential Location,0.850000024,1,8593.53177375,0.0158618838036264,0.0077043435617614,0.0328052596847728,0.0634063355163144,0.230538061191343,53461.6416827093,,541772.457807648,3.36040188334554,0.336040188334554,50.459091244211,433621.803881677,8593.53177375,432189.548586052,,N,4,93,93010000 = 8.683|93A18647 = .002,S FEDERAL HWY|SE 10TH ST,7000,14000,,IS|U|2|U,Y,10,0.513622986297105,On-System / Off-System,93010000,8.649,8.697,462,SGNLBK-05513,1,8.683,S FEDERAL HWY
116504,268383,93A18647,0,0.012,URBAN GENERAL,MIAMI,URBAN MINOR ART,1WAY,US    1,SR    5,4,PALM BEACH,14000,2,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-05513,Potential Location,0.850000024,1,8593.53177375,0.0158618838036264,0.0077043435617614,0.0328052596847728,0.0634063355163144,0.230538061191343,53461.6416827093,,541772.457807648,3.36040188334554,0.336040188334554,50.459091244211,433621.803881677,8593.53177375,432189.548586052,,N,4,93,93010000 = 8.683|93A18647 = .002,S FEDERAL HWY|SE 10TH ST,7000,14000,,IS|U|2|U,Y,10,0.513622986297105,On-System / Off-System,93010000,8.649,8.697,462,SGNLBK-05513,2,0.002,SE 10TH ST
64794,143065,72160000,12.356,12.376,URBAN GENERAL,JACKSONVILLE,URBAN MINOR ART,DIVIDED,,SR   13,2,DUVAL,23500,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03264,Potential Location,0.850000024,1,11458.042365,0.0159021975943846,0.00772392454584396,0.0328886359338409,0.0635674859682024,0.231123985491113,41574.7720250975,,720532.008044352,3.36894251698438,0.336894251698438,29.4298652600601,337208.642946011,11458.042365,335776.387650386,,N,2,72,72160000 = 12.366|72A08909 = .328,HENDRICKS AVE|RIVER OAKS RD,12000,24000,,IS|U|2|U,Y,10,0.514928385444805,On-System / Off-System,72160000,12.3347548448221,12.42,463,SGNLBK-03264,1,12.366,HENDRICKS AVE
64794,143065,72A08909,0.318,0.338,URBAN GENERAL,JACKSONVILLE,URBAN MINOR ART,DIVIDED,,SR   13,2,DUVAL,23500,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03264,Potential Location,0.850000024,1,11458.042365,0.0159021975943846,0.00772392454584396,0.0328886359338409,0.0635674859682024,0.231123985491113,41574.7720250975,,720532.008044352,3.36894251698438,0.336894251698438,29.4298652600601,337208.642946011,11458.042365,335776.387650386,,N,2,72,72160000 = 12.366|72A08909 = .328,HENDRICKS AVE|RIVER OAKS RD,12000,24000,,IS|U|2|U,Y,10,0.514928385444805,On-System / Off-System,72160000,12.3347548448221,12.42,463,SGNLBK-03264,2,0.328,RIVER OAKS RD
85576,193076,86010000,0.501,0.521,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,4,BROWARD,51000,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04705,Potential Location,0.850000024,1,17187.0635475,0.0160260522432293,0.00778408251813992,0.0331447898666787,0.0640625828631943,0.232924100216934,41963.7656248724,,1072445.2464431,3.3951816068927,0.33951816068927,19.803483506764,340363.729492621,17187.0635475,338931.474196996,,N,4,86,86010000 = .511|86A01397 = .042,S FEDERAL HWY|SE 3RD ST|SEABISCUIT TRL,29750,59500,,IS|U|3|D,Y,10,0.518938917572888,On-System / Off-System,86010000,0.5,0.514,464,SGNLBK-04705,1,0.511,S FEDERAL HWY
85576,193076,86A01397,0.032,0.052000000000000005,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,4,BROWARD,51000,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04705,Potential Location,0.850000024,1,17187.0635475,0.0160260522432293,0.00778408251813992,0.0331447898666787,0.0640625828631943,0.232924100216934,41963.7656248724,,1072445.2464431,3.3951816068927,0.33951816068927,19.803483506764,340363.729492621,17187.0635475,338931.474196996,,N,4,86,86010000 = .511|86A01397 = .042,S FEDERAL HWY|SE 3RD ST|SEABISCUIT TRL,29750,59500,,IS|U|3|D,Y,10,0.518938917572888,On-System / Off-System,86010000,0.5,0.514,464,SGNLBK-04705,2,0.042,SE 3RD ST
31156,82345,17040401,0.16,0.18000000000000002,URBAN GENERAL,215,URBAN PRIN ART OTHER,DIVIDED,,SR  780,1,SARASOTA,35000,6,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02463,Potential Location,0.850000024,1,17187.0635475,0.0161018468556573,0.00782089704417639,0.0333015469060184,0.0643655644437832,0.234025706004382,42162.2316789751,,1067397.0322517,3.41123899083926,0.341123899083926,19.8971433385391,341973.466973188,17187.0635475,340541.211677563,,N,1,17,17040401 = .17|17A04048 = .277,FRUITVILLE RD|N EAST AVE,14750,29500,,IS|U|3|D,Y,10,0.521393219701341,On-System / Off-System,17040401,0.15,0.322195389139663,465,SGNLBK-02463,1,0.17,FRUITVILLE RD
31156,82345,17A04048,0.267,0.28700000000000003,URBAN GENERAL,215,URBAN PRIN ART OTHER,DIVIDED,,SR  780,1,SARASOTA,35000,6,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02463,Potential Location,0.850000024,1,17187.0635475,0.0161018468556573,0.00782089704417639,0.0333015469060184,0.0643655644437832,0.234025706004382,42162.2316789751,,1067397.0322517,3.41123899083926,0.341123899083926,19.8971433385391,341973.466973188,17187.0635475,340541.211677563,,N,1,17,17040401 = .17|17A04048 = .277,FRUITVILLE RD|N EAST AVE,14750,29500,,IS|U|3|D,Y,10,0.521393219701341,On-System / Off-System,17040401,0.15,0.322195389139663,465,SGNLBK-02463,2,0.277,N EAST AVE
100112,226121,87027000,1.602,1.622,SUBURBAN COMMERCIAL,MIAMI,URBAN MINOR ART,DIVIDED,,SR  969,6,MIAMI-DADE,28000,6,45,1,1,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04388,Potential Location,0.850000024,1,14322.55295625,0.0161164516792139,0.00781028042915749,0.0348363301681469,0.0462418190488213,0.149263137090565,39862.552084837,,888691.458971857,2.39763211904612,0.239763211904612,22.5742579864671,323321.005459225,14322.55295625,321888.7501636,,N,6,87,87027000 = 1.612|87A15909 = .004,NW 72ND AVE|NW 75TH AVE,12500,25000,,IS|R|2|D,Y,10,0.520685445253504,On-System / Off-System,87027000,1.548,1.628,466,SGNLBK-04388,1,1.612,NW 72ND AVE
100112,226121,87A15909,0,0.014,SUBURBAN COMMERCIAL,MIAMI,URBAN MINOR ART,DIVIDED,,SR  969,6,MIAMI-DADE,28000,6,45,1,1,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04388,Potential Location,0.850000024,1,14322.55295625,0.0161164516792139,0.00781028042915749,0.0348363301681469,0.0462418190488213,0.149263137090565,39862.552084837,,888691.458971857,2.39763211904612,0.239763211904612,22.5742579864671,323321.005459225,14322.55295625,321888.7501636,,N,6,87,87027000 = 1.612|87A15909 = .004,NW 72ND AVE|NW 75TH AVE,12500,25000,,IS|R|2|D,Y,10,0.520685445253504,On-System / Off-System,87027000,1.548,1.628,466,SGNLBK-04388,2,0.004,NW 75TH AVE
32584,88596,26080000,1.49,1.51,SUBURBAN COMMERCIAL,GAINESVILLE,URBAN PRIN ART OTHER,DIVIDED,,SR   20,2,ALACHUA,13700,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00657,Potential Location,0.850000024,1,14322.55295625,0.0161494244651937,0.0068130384462536,0.0270250525034726,0.0488898592208013,0.158983513817114,54825.089265713,,886876.989772539,2.43326406434161,0.243326406434161,31.0475783532702,444680.585128034,14322.55295625,443248.329832409,,N,2,26,26080000 = 1.5|26560000 = 4.748,SE 27TH ST|SE HAWTHORNE RD,16150,15200,3900,IS|U|3|D,Y,10,0.454202635755995,On-System / On-System,26080000,1.497,1.566,467,SGNLBK-00657,1,1.5,SE 27TH ST
32584,88596,26560000,4.738,4.758,SUBURBAN COMMERCIAL,GAINESVILLE,URBAN PRIN ART OTHER,DIVIDED,,SR   20,2,ALACHUA,13700,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00657,Potential Location,0.850000024,1,14322.55295625,0.0161494244651937,0.0068130384462536,0.0270250525034726,0.0488898592208013,0.158983513817114,54825.089265713,,886876.989772539,2.43326406434161,0.243326406434161,31.0475783532702,444680.585128034,14322.55295625,443248.329832409,,N,2,26,26080000 = 1.5|26560000 = 4.748,SE 27TH ST|SE HAWTHORNE RD,16150,15200,3900,IS|U|3|D,Y,10,0.454202635755995,On-System / On-System,26080000,1.497,1.566,467,SGNLBK-00657,2,4.748,SE HAWTHORNE RD
30289,43822,12040000,6.245,6.265,SUBURBAN RESIDENTIAL,CAPE CORAL,URBAN MINOR ART,DIVIDED,,SR  867,1,LEE,22500,2,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02161,Potential Location,0.850000024,1,8593.53177375,0.0162207979689847,0.00684314914316544,0.0271444916012229,0.0491059313514187,0.159686152505607,49253.5624349787,,529784.77323874,2.44401804398312,0.244401804398312,46.4873491120799,399490.511672068,8593.53177375,398058.256376443,,N,1,12,12040000 = 6.255|12A13145 = 0,MCGREGOR BLVD|ROYAL PALM SQUARE BLVD,11250,22500,,IS|U|1|U,Y,10,0.456210015871298,On-System / Off-System,12040000,6.218,6.275,468,SGNLBK-02161,1,6.255,MCGREGOR BLVD
30289,43822,12A13145,0,0.01,SUBURBAN RESIDENTIAL,CAPE CORAL,URBAN MINOR ART,DIVIDED,,SR  867,1,LEE,22500,2,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02161,Potential Location,0.850000024,1,8593.53177375,0.0162207979689847,0.00684314914316544,0.0271444916012229,0.0491059313514187,0.159686152505607,49253.5624349787,,529784.77323874,2.44401804398312,0.244401804398312,46.4873491120799,399490.511672068,8593.53177375,398058.256376443,,N,1,12,12040000 = 6.255|12A13145 = 0,MCGREGOR BLVD|ROYAL PALM SQUARE BLVD,11250,22500,,IS|U|1|U,Y,10,0.456210015871298,On-System / Off-System,12040000,6.218,6.275,468,SGNLBK-02161,2,0,ROYAL PALM SQUARE BLVD
36779,89185,29030000,22.653,22.673000000000002,SUBURBAN COMMERCIAL,LAKE CITY,URBAN PRIN ART OTHER,DIVIDED,US   41,SR   25,2,COLUMBIA,19600,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02274,Potential Location,0.850000024,1,11458.042365,0.016232511439525,0.00684809076354962,0.0271640933620801,0.0491413920532496,0.159801466132386,55107.1581898625,,705869.970132932,2.44578293455218,0.244578293455218,39.0091433192572,446968.416774406,11458.042365,445536.161478781,,N,2,29,29030000 = 22.663|29A01310 = .483,SW MAIN BLVD|SW ST MARGARETS ST,14800,18400,,IS|U|3|D,Y,10,0.456539457282954,On-System / Off-System,29030000,22.656,22.683,469,SGNLBK-02274,1,22.663,SW MAIN BLVD
36779,89185,29A01310,0.473,0.493,SUBURBAN COMMERCIAL,LAKE CITY,URBAN PRIN ART OTHER,DIVIDED,US   41,SR   25,2,COLUMBIA,19600,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02274,Potential Location,0.850000024,1,11458.042365,0.016232511439525,0.00684809076354962,0.0271640933620801,0.0491413920532496,0.159801466132386,55107.1581898625,,705869.970132932,2.44578293455218,0.244578293455218,39.0091433192572,446968.416774406,11458.042365,445536.161478781,,N,2,29,29030000 = 22.663|29A01310 = .483,SW MAIN BLVD|SW ST MARGARETS ST,14800,18400,,IS|U|3|D,Y,10,0.456539457282954,On-System / Off-System,29030000,22.656,22.683,469,SGNLBK-02274,2,0.483,SW ST MARGARETS ST
75453,160957,75090000,2.684,2.7039999999999997,URBAN GENERAL,ORLANDO,URBAN PRIN ART OTHER,DIVIDED,,SR  426,5,ORANGE,40500,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04329,Potential Location,0.850000024,1,11458.042365,0.0163633163617193,0.00690327409010031,0.0273829872240646,0.0495373835169235,0.161089179276582,30425.6451137246,,700227.393501065,2.46549155743842,0.246549155743842,21.5376439251857,246779.236537062,11458.042365,245346.981241437,,N,5,75,75090000 = 2.694|75A00919 = 1.247,ALOMA AVE|N RANGER BLVD,20250,40500,,IS|U|3|D,Y,10,0.46021834630829,On-System / Off-System,75090000,2.691,2.81,470,SGNLBK-04329,1,2.694,ALOMA AVE
75453,160957,75A00919,1.237,1.2570000000000001,URBAN GENERAL,ORLANDO,URBAN PRIN ART OTHER,DIVIDED,,SR  426,5,ORANGE,40500,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04329,Potential Location,0.850000024,1,11458.042365,0.0163633163617193,0.00690327409010031,0.0273829872240646,0.0495373835169235,0.161089179276582,30425.6451137246,,700227.393501065,2.46549155743842,0.246549155743842,21.5376439251857,246779.236537062,11458.042365,245346.981241437,,N,5,75,75090000 = 2.694|75A00919 = 1.247,ALOMA AVE|N RANGER BLVD,20250,40500,,IS|U|3|D,Y,10,0.46021834630829,On-System / Off-System,75090000,2.691,2.81,470,SGNLBK-04329,2,1.247,N RANGER BLVD
97997,205669,86100000,20.026,20.046000000000003,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US  441,SR    7,4,BROWARD,53500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04153,Potential Location,0.850000024,1,14322.55295625,0.0163839376945689,0.00795791259450489,0.0338849620501311,0.065493195095952,0.238125639901746,42900.8785814905,,874182.58194413,3.47100103411791,0.347100103411791,24.2948695026742,347964.555017234,14322.55295625,346532.299721609,,N,4,86,86100000 = 20.036,CELEBRATION POINTE BLVD|COLONIAL DR|SR-7,26750,53500,,IS|U|3|D,Y,10,0.530527591184741,On-System / Off-System,86100000,20.025,20.044,471,SGNLBK-04153,1,20.036,CELEBRATION POINTE BLVD
35141,83383,17020000,13.578,13.597999999999999,SUBURBAN COMMERCIAL,215,URBAN PRIN ART OTHER,DIVIDED,US   41,SR   45,1,SARASOTA,49000,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00395,Potential Location,0.850000024,1,14322.55295625,0.0164361404198712,0.00798326820393742,0.0339929267774608,0.0657018704056668,0.238884359056991,57892.0395466126,,871406.095979452,3.48206038486043,0.348206038486043,32.7843995865257,469556.299216874,14322.55295625,468124.043921249,,N,1,17,17020000 = 13.588,PHILLIPPI CREEK IS|S TAMIAMI TRL,19750,39500,,IS|U|3|D,Y,10,0.532217965417369,On-System / Off-System,17020000,13.571,13.666,472,SGNLBK-00395,1,13.588,PHILLIPPI CREEK IS
82680,175449,78040000,11.023,11.043,SUBURBAN COMMERCIAL,ST. AUGUSTINE,URBAN MINOR ART,DIVIDED,,SR  A1A,2,ST. JOHNS,25000,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01305,Potential Location,0.850000024,1,11458.042365,0.0164481376825843,0.00798909544582664,0.034017739298072,0.0657498282947979,0.239058728363924,78513.3111280765,,696616.394276179,3.48460205170878,0.348460205170878,55.5778433667803,636813.283851904,11458.042365,635381.028556279,,N,2,78,78040000 = 11.033|78A02330 = .099,OCEAN TRACE RD|SR-A1A,12000,24000,,IS|U|3|D,Y,10,0.532606448272141,On-System / Off-System,78040000,10.827,11.256,473,SGNLBK-01305,1,11.033,OCEAN TRACE RD
82680,175449,78A02330,0.08900000000000001,0.109,SUBURBAN COMMERCIAL,ST. AUGUSTINE,URBAN MINOR ART,DIVIDED,,SR  A1A,2,ST. JOHNS,25000,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01305,Potential Location,0.850000024,1,11458.042365,0.0164481376825843,0.00798909544582664,0.034017739298072,0.0657498282947979,0.239058728363924,78513.3111280765,,696616.394276179,3.48460205170878,0.348460205170878,55.5778433667803,636813.283851904,11458.042365,635381.028556279,,N,2,78,78040000 = 11.033|78A02330 = .099,OCEAN TRACE RD|SR-A1A,12000,24000,,IS|U|3|D,Y,10,0.532606448272141,On-System / Off-System,78040000,10.827,11.256,473,SGNLBK-01305,2,0.099,SR-A1A
66906,141516,72080000,5.7620000000000005,5.782,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,US    1,SR   15,2,DUVAL,27500,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01075,Potential Location,0.850000024,1,11458.042365,0.0166720793409085,0.00809786710844129,0.0344808913641518,0.06664501326145,0.242313516784341,79582.2711181894,,687259.347242022,3.53204496452475,0.353204496452475,56.3345365955112,645483.50692401,11458.042365,644051.251628385,,N,2,72,72080000 = 5.772|72A04467 = .289,NEW KINGS RD|RICHARDSON RD,12000,24000,,IS|U|3|D,Y,10,0.539857893606682,On-System / Off-System,72080000,5.331,6.198,474,SGNLBK-01075,1,5.772,NEW KINGS RD
66906,141516,72A04467,0.27899999999999997,0.299,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,US    1,SR   15,2,DUVAL,27500,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01075,Potential Location,0.850000024,1,11458.042365,0.0166720793409085,0.00809786710844129,0.0344808913641518,0.06664501326145,0.242313516784341,79582.2711181894,,687259.347242022,3.53204496452475,0.353204496452475,56.3345365955112,645483.50692401,11458.042365,644051.251628385,,N,2,72,72080000 = 5.772|72A04467 = .289,NEW KINGS RD|RICHARDSON RD,12000,24000,,IS|U|3|D,Y,10,0.539857893606682,On-System / Off-System,72080000,5.331,6.198,474,SGNLBK-01075,2,0.289,RICHARDSON RD
82117,169753,77010000,3.85,3.8699999999999997,SUBURBAN COMMERCIAL,ORLANDO,URBAN PRIN ART OTHER,DIVIDED,US   17,SR   15,5,SEMINOLE,47500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01291,Potential Location,0.850000024,1,17187.0635475,0.0167029345467583,0.00704655051191368,0.0279513170305909,0.050565524506788,0.164432561112267,41841.5268299221,,1028984.66729822,2.51666246616236,0.251666246616236,19.7457967400109,339372.263366585,17187.0635475,337940.00807096,,N,5,77,77010000 = 3.86|77A04277 = 1.443,LAURA ST|US-17-92,27750,55500,,IS|U|3|D,Y,10,0.469770109290796,On-System / Off-System,77010000,3.858,4.135,475,SGNLBK-01291,1,3.86,LAURA ST
82117,169753,77A04277,1.433,1.453,SUBURBAN COMMERCIAL,ORLANDO,URBAN PRIN ART OTHER,DIVIDED,US   17,SR   15,5,SEMINOLE,47500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01291,Potential Location,0.850000024,1,17187.0635475,0.0167029345467583,0.00704655051191368,0.0279513170305909,0.050565524506788,0.164432561112267,41841.5268299221,,1028984.66729822,2.51666246616236,0.251666246616236,19.7457967400109,339372.263366585,17187.0635475,337940.00807096,,N,5,77,77010000 = 3.86|77A04277 = 1.443,LAURA ST|US-17-92,27750,55500,,IS|U|3|D,Y,10,0.469770109290796,On-System / Off-System,77010000,3.858,4.135,475,SGNLBK-01291,2,1.443,US-17-92
28789,75181,16030000,28.02,28.040000000000003,URBAN GENERAL,WINTER HAVEN,URBAN PRIN ART OTHER,DIVIDED,US   17,SR  555,1,POLK,34000,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02121,Potential Location,0.850000024,1,11458.042365,0.0167773750952058,0.00814901076052854,0.0346986621287211,0.0670659227831734,0.243843894849639,43862.8397504655,,682946.068737187,3.55435228031583,0.355435228031583,31.0495379986821,355766.921802577,11458.042365,354334.666506952,,N,1,16,16030000 = 28.03|16A01481 = 1.024,3RD ST SW|AVENUE O SW,13750,27500,,IS|U|2|U,Y,10,0.543267470958031,On-System / Off-System,16030000,27.94,28.039,476,SGNLBK-02121,1,28.03,3RD ST SW
28789,75181,16A01481,1.014,1.034,URBAN GENERAL,WINTER HAVEN,URBAN PRIN ART OTHER,DIVIDED,US   17,SR  555,1,POLK,34000,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02121,Potential Location,0.850000024,1,11458.042365,0.0167773750952058,0.00814901076052854,0.0346986621287211,0.0670659227831734,0.243843894849639,43862.8397504655,,682946.068737187,3.55435228031583,0.355435228031583,31.0495379986821,355766.921802577,11458.042365,354334.666506952,,N,1,16,16030000 = 28.03|16A01481 = 1.024,3RD ST SW|AVENUE O SW,13750,27500,,IS|U|2|U,Y,10,0.543267470958031,On-System / Off-System,16030000,27.94,28.039,476,SGNLBK-02121,2,1.024,AVENUE O SW
65255,137434,72017000,0.566,0.586,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN MINOR ART,DIVIDED,,SR  128,2,DUVAL,12400,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00880,Potential Location,0.850000024,1,11458.042365,0.0168476060098798,0.00818312291908446,0.0348439124295241,0.067346664023909,0.244864637348139,80420.1276730263,,680099.140393049,3.56923097321644,0.356923097321644,56.9276367934202,652279.274118341,11458.042365,650847.018822716,,N,2,72,72017000 = .576|72A09592 = 1.106,HYDE PARK RD|SAN JUAN AVE,6950,13900,,IS|U|2|U,Y,10,0.545541615225622,On-System / Off-System,72017000,0.382,0.619,477,SGNLBK-00880,1,0.576,HYDE PARK RD
65255,137434,72A09592,1.096,1.116,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN MINOR ART,DIVIDED,,SR  128,2,DUVAL,12400,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00880,Potential Location,0.850000024,1,11458.042365,0.0168476060098798,0.00818312291908446,0.0348439124295241,0.067346664023909,0.244864637348139,80420.1276730263,,680099.140393049,3.56923097321644,0.356923097321644,56.9276367934202,652279.274118341,11458.042365,650847.018822716,,N,2,72,72017000 = .576|72A09592 = 1.106,HYDE PARK RD|SAN JUAN AVE,6950,13900,,IS|U|2|U,Y,10,0.545541615225622,On-System / Off-System,72017000,0.382,0.619,477,SGNLBK-00880,2,1.106,SAN JUAN AVE
27241,70441,15230000,3.878,3.8979999999999997,SUBURBAN RESIDENTIAL,TAMPA-ST PETERSBURG,URBAN PRIN ART OTHER,DIVIDED,,SR  693,7,PINELLAS,45500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00303,Potential Location,0.850000024,1,17187.0635475,0.016901927733372,0.00820950775620926,0.034956259630383,0.0675638098224922,0.245654154215714,59532.6544893336,,1016870.01735104,3.58073924198135,0.358073924198135,28.0945697731811,482863.156031337,17187.0635475,481430.900735712,,N,7,15,15230000 = 3.888|15A12816 = .312,50TH AVE N|66TH ST N,21000,42000,,IS|U|3|D,Y,10,0.547300604648714,On-System / Off-System,15230000,3.829,3.954,478,SGNLBK-00303,1,3.888,50TH AVE N
27241,70441,15A12816,0.302,0.322,SUBURBAN RESIDENTIAL,TAMPA-ST PETERSBURG,URBAN PRIN ART OTHER,DIVIDED,,SR  693,7,PINELLAS,45500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00303,Potential Location,0.850000024,1,17187.0635475,0.016901927733372,0.00820950775620926,0.034956259630383,0.0675638098224922,0.245654154215714,59532.6544893336,,1016870.01735104,3.58073924198135,0.358073924198135,28.0945697731811,482863.156031337,17187.0635475,481430.900735712,,N,7,15,15230000 = 3.888|15A12816 = .312,50TH AVE N|66TH ST N,21000,42000,,IS|U|3|D,Y,10,0.547300604648714,On-System / Off-System,15230000,3.829,3.954,478,SGNLBK-00303,2,0.312,66TH ST N
69840,141424,72100000,1.267,1.287,URBAN GENERAL,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,USA  90,SR   10,2,DUVAL,30000,6,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03258,Potential Location,0.850000024,1,17187.0635475,0.0169099621051992,0.00821341016538245,0.0349728761721164,0.0675959264413026,0.245770926506247,44278.2586589812,,1016386.87541563,3.58244135495568,0.358244135495568,20.8957359284658,359136.341274321,17187.0635475,357704.085978696,,N,2,72,72100000 = 1.277|72A02669 = .172,ATLANTIC BLVD|LINDEN AVE,13500,27000,,IS|U|3|D,Y,10,0.547560765301886,On-System / Off-System,72100000,1.136,1.323,479,SGNLBK-03258,1,1.277,ATLANTIC BLVD
